price,area,status,bhk,bathroom,age,location,builder
46.06,940,Ready to move,2,2,5,Iyyappanthangal,HM Homes
50.22,1025,Ready to move,2,2,5,Iyyappanthangal,HM Homes
43.61,890,Ready to move,2,2,5,Iyyappanthangal,HM Homes
39.93,815,Ready to move,2,2,5,Iyyappanthangal,HM Homes
50.47,1030,Ready to move,2,2,5,Iyyappanthangal,HM Homes
50.47,1030,Ready to move,2,2,5,Iyyappanthangal,HM Homes
42.23,862,Ready to move,2,2,5,Iyyappanthangal,HM Homes
250,1942,Ready to move,3,3,4,Purasawalkam,INTERFACE PROPERTIES
47.02,825,Ready to move,2,2,3,Ramavaram,HM Homes
47.02,825,Ready to move,2,2,,Ramapuram,HM Homes
37,730,Ready to move,2,2,4,Gerugambakkam,R Venkatesan
55.99,1015,Ready to move,2,2,4,Gerugambakkam,R Venkatesan
54.75,1020,Ready to move,2,2,,Kovur,R Venkatesan
39.15,1050,Ready to move,2,2,4,Gerugambakkam,R Venkatesan
58.58,1100,Ready to move,2,3,4,Gerugambakkam,R Venkatesan
54.22,1015,Ready to move,2,2,4,Gerugambakkam,R Venkatesan
44.19,878,Ready to move,2,2,4,Gerugambakkam,R Venkatesan
39.73,790,Ready to move,2,2,4,Gerugambakkam,R Venkatesan
38.58,819,Ready to move,2,2,,Kovur,R Venkatesan
38.23,815,Ready to move,2,2,,Kovur,R Venkatesan
41,874,Ready to move,2,3,,Kovur,R Venkatesan
38.53,799,Ready to move,2,2,,Kovur,R Venkatesan
24,1010,Under Construction,2,2,,Veppampattu,viswaraj
800,5000,Ready to move,4,3,,Shenoy Nagar,INTERFACE PROPERTIES
265,1650,Ready to move,3,3,,Besant Nagar,INTERFACE PROPERTIES
47.02,825,Ready to move,2,2,,Ramapuram,HM Homes
47.02,825,Ready to move,2,2,,Ramapuram,HM Homes
79.8,1400,Ready to move,3,3,3,Ramavaram,HM Homes
56,1258,Ready to move,2,2,,Sholinganallur,INTERFACE PROPERTIES
50.22,1025,Ready to move,3,3,,Kolapakkam,HM Homes
390,4000,Ready to move,4,4,,Saligramam,INTERFACE PROPERTIES
50.22,1025,Ready to move,3,3,,Kolapakkam,HM Homes
40.42,825,Ready to move,2,2,,Kolapakkam,HM Homes
54,1000,Ready to move,2,3,,Kovur,Shiva
110,974,Ready to move,2,2,,Thiruvanmiyur,S Suresh Kumar
42.14,860,Ready to move,2,2,,Kolapakkam,HM Homes
200,1844,Ready to move,3,3,16,Velachery,seller
59,1096,Ready to move,3,2,9,Thiruverkadu,seller
41.7,760,Under Construction,2,2,,Kandigai,Pon Mariappan
40.75,750,Under Construction,2,2,,Kandigai,Pon Mariappan
168,994,Under Construction,2,2,0,Royapettah,MEHTA REAL ESTATE CHENNAI LLP
43,891,Ready to move,2,2,,Thandalam,Shiva
48.99,800,Under Construction,2,2,,Kelambakkam,Balamurugan
49,800,Under Construction,2,2,,Kelambakkam,Balamurugan
375,2200,Ready to move,4,4,,Valasaravakkam,MEHTA REAL ESTATE CHENNAI LLP
168,994,Ready to move,2,2,,Royapettah,MEHTA REAL ESTATE CHENNAI LLP
44.5,918,Ready to move,3,2,,Padur,Alliance Group
27.6,600,Under Construction,2,2,,Semmancheri,Royal Square
27.6,600,Under Construction,2,2,,Semmancheri,Royal Square
31.6,750,Under Construction,2,2,,Ottiyabakkam,Royal Square
34,700,Under Construction,2,2,,Semmancheri,Royal Square
550,4000,Ready to move,4,3,,T Nagar,INTERFACE PROPERTIES
190,1550,Ready to move,3,3,,Anna Nagar,INTERFACE PROPERTIES
550,4600,Ready to move,5,4,,Anna Nagar,INTERFACE PROPERTIES
85.09,1340,Under Construction,3,,0,East Tambaram,Proparena
63.62,1002,Under Construction,2,,0,East Tambaram,Proparena
63.56,1001,Under Construction,2,,0,East Tambaram,Proparena
68.13,1073,Under Construction,2,,0,East Tambaram,Proparena
62.35,982,Under Construction,2,,0,East Tambaram,Proparena
61.27,965,Under Construction,2,,0,East Tambaram,Proparena
93.21,1468,Under Construction,3,,0,East Tambaram,Proparena
84.77,1335,Under Construction,3,,0,East Tambaram,Proparena
90.99,1433,Under Construction,3,,0,East Tambaram,Proparena
55,1000,Ready to move,2,2,,Nanganallur,seller
362,2133,Under Construction,2,2,0,T Nagar,Propsource Realty Private Limited
35,620,Ready to move,1,1,3,Pallikaranai,Propsource Realty Private Limited
350,4361,Ready to move,4,4,,Muttukadu,seller
44.5,918,Ready to move,3,2,,Padur,Alliance Group
38.5,800,Ready to move,2,2,6,Tharapakkam,Shiva
420,1975,Ready to move,3,3,6,Egmore,MEHTA REAL ESTATE CHENNAI LLP
40.08,835,Ready to move,2,,2,Pozhichalur,Sandhya
40.22,838,Ready to move,2,,2,Pozhichalur,Sandhya
32.3,673,Ready to move,2,,2,Pozhichalur,Sandhya
427,3700,Under Construction,4,4,,Kilpauk,MEHTA REAL ESTATE CHENNAI LLP
99,1500,Under Construction,3,3,,Iyyappanthangal,Shiva
55,1000,Ready to move,2,3,,Kovur,Shiva
37.8,790,Ready to move,2,2,4,Gerugambakkam,Shiva
44,938,Ready to move,2,2,,Kovur,Shiva
39.88,1040,Under Construction,3,2,0,Siruseri,Alliance Group
185,1490,Ready to move,3,3,,Kilpauk,MEHTA REAL ESTATE CHENNAI LLP
130,1330,Ready to move,2,3,,Chetpet,MEHTA REAL ESTATE CHENNAI LLP
492,2889,Ready to move,3,3,,Anna Nagar East,MEHTA REAL ESTATE CHENNAI LLP
58,1318,Ready to move,3,3,,Kattupakkam,MEHTA REAL ESTATE CHENNAI LLP
236,1657,Ready to move,3,3,7,Egmore,MEHTA REAL ESTATE CHENNAI LLP
147,1550,Ready to move,3,3,,Ayanavaram,MEHTA REAL ESTATE CHENNAI LLP
150,1350,Ready to move,3,3,,Anna Nagar East,MEHTA REAL ESTATE CHENNAI LLP
115,1150,Ready to move,2,2,,Egmore,MEHTA REAL ESTATE CHENNAI LLP
230,1440,Ready to move,3,3,,Royapettah,MEHTA REAL ESTATE CHENNAI LLP
110,1310,Ready to move,2,2,,Ayanavaram,MEHTA REAL ESTATE CHENNAI LLP
125,1765,Under Construction,3,3,0,Navallur,Propsource Realty Private Limited
299,2000,Under Construction,3,3,0,Guindy,Propsource Realty Private Limited
96,1900,Under Construction,3,3,0,Perungalathur,Propsource Realty Private Limited
87.8,1541,Under Construction,3,3,0,Pallavaram,Propsource Realty Private Limited
79.8,1400,Under Construction,3,3,0,Pallavaram,Propsource Realty Private Limited
44.16,803,Ready to move,2,,2,Pammal,Murali
41.58,756,Ready to move,1,,2,Pammal,Murali
32.01,582,Ready to move,1,,2,Pammal,Murali
73,1737,Ready to move,3,3,7,Kelambakkam,seller
18.49,520,Ready to move,1,2,3,Veppampattu,seller
24.09,502,Under Construction,1,,0,Pozhichalur,Sandhya
33.93,707,Under Construction,2,,0,Pozhichalur,Sandhya
22.84,476,Under Construction,1,,0,Pozhichalur,Sandhya
35.85,747,Under Construction,2,,0,Pozhichalur,Sandhya
23.13,503,Under Construction,1,,0,Anakaputhur,Sandhya
41.63,905,Under Construction,3,,0,Anakaputhur,Sandhya
32.75,712,Under Construction,2,,0,Anakaputhur,Sandhya
32.2,700,Under Construction,2,,0,Anakaputhur,Sandhya
20.56,447,Under Construction,1,,0,Anakaputhur,Sandhya
57,1075,Ready to move,2,2,6,Tharapakkam,Shiva
54,950,Under Construction,2,2,,Gerugambakkam,Shiva
600,2300,Under Construction,3,3,,Raja Annamalai Puram,MEHTA REAL ESTATE CHENNAI LLP
385,2336,Ready to move,3,3,6,Royapettah,MEHTA REAL ESTATE CHENNAI LLP
225,1950,Ready to move,3,3,,Aminjikarai,MEHTA REAL ESTATE CHENNAI LLP
393,2133,Under Construction,3,3,0,T Nagar,MEHTA REAL ESTATE CHENNAI LLP
240,2028,Ready to move,3,3,7,Purasaiwakkam,MEHTA REAL ESTATE CHENNAI LLP
277,2350,Ready to move,3,3,7,Purasaiwakkam,MEHTA REAL ESTATE CHENNAI LLP
55.21,986,Ready to move,2,2,,Kolathur,Tellus Foundation
55.21,986,Ready to move,2,2,,Kolathur,Tellus Foundation
36.42,710,Ready to move,1,2,,Kovur,R Venkatesan
35.26,619,Ready to move,1,1,,Kovur,R Venkatesan
35.52,629,Ready to move,1,2,,Kovur,R Venkatesan
72,1517,Ready to move,3,3,6,Periyapanicheri,R Venkatesan
55,1020,Ready to move,2,2,,Kovur,R Venkatesan
28,650,Under Construction,2,2,,Kattankulathur,R Venkatesan
79,1440,Under Construction,3,3,,Ambattur,seller
110,2009,Under Construction,3,3,,Kotivakkam,seller
44,1012,Ready to move,2,2,4,Kumananchavadi,seller
82,1750,Ready to move,3,3,,Kolapakkam,seller
70,1499,Ready to move,3,3,11,Mogappair,seller
165,1500,Ready to move,3,3,4,Alandur,Jayakanthan
36,900,Under Construction,2,3,,Veppampattu,viswaraj
24,1100,Under Construction,2,2,,Veppampattu,viswaraj
26,720,Ready to move,2,2,3,Veppampattu,viswaraj
34,1150,Under Construction,2,2,,Perumalpattu,viswaraj
26,720,Ready to move,2,2,3,Veppampattu,viswaraj
26,720,Ready to move,2,2,3,Veppampattu,viswaraj
36,835,Under Construction,2,2,,Veppampattu,viswaraj
50.49,1020,Under Construction,3,,0,Pozhichalur,Individual Agent
29.7,600,Under Construction,1,,0,Pozhichalur,Individual Agent
40.34,815,Under Construction,2,,0,Pozhichalur,Individual Agent
46.03,930,Under Construction,2,,0,Pozhichalur,Individual Agent
49.5,1000,Under Construction,3,,0,Pozhichalur,Individual Agent
34.15,690,Under Construction,2,,0,Pozhichalur,Individual Agent
48.26,975,Under Construction,2,,0,Pozhichalur,Individual Agent
39.6,800,Under Construction,2,,0,Pozhichalur,Individual Agent
52.5,960,Ready to move,2,,1,Sembakkam,Individual Agent
44,800,Ready to move,2,,1,Sembakkam,Individual Agent
32,1000,Ready to move,2,2,3,Veppampattu,Naveen
25,640,Ready to move,1,,,Thirumazhisai,seller
60,782,Ready to move,2,2,17,Mogappair,seller
76,1028,Ready to move,2,2,,Velachery,seller
325,1710,Ready to move,3,3,,Nungambakkam,seller
26,1255,Under Construction,2,2,,Veppampattu,viswaraj
17,752,Ready to move,1,2,3,Veppampattu,viswaraj
24,1100,Under Construction,2,2,,Veppampattu,viswaraj
16,681,Ready to move,1,2,3,Veppampattu,viswaraj
34,901,Ready to move,2,2,2,Perumalpattu,viswaraj
17,751,Ready to move,1,2,3,Veppampattu,viswaraj
34,1150,Ready to move,2,2,2,Perumalpattu,viswaraj
165,1541,Under Construction,3,3,,Nanganallur,seller
30,1500,Under Construction,2,2,,Veppampattu,viswaraj
22,1010,Under Construction,1,2,,Veppampattu,viswaraj
22,1010,Under Construction,1,2,,Veppampattu,viswaraj
28,800,Under Construction,2,2,,Veppampattu,viswaraj
30,1500,Under Construction,2,2,,Veppampattu,viswaraj
43,550,Ready to move,2,2,,Ayapakkam,Shanmugam Property
62,1295,Ready to move,2,2,,Siruseri,seller
115,1238,Ready to move,3,3,,Kodambakkam,seller
140,2200,Ready to move,6,4,,Kolathur,seller
17,750,Ready to move,1,2,3,Veppampattu,viswaraj
17,750,Ready to move,1,2,3,Veppampattu,viswaraj
22,1010,Under Construction,1,2,,Veppampattu,viswaraj
17,751,Ready to move,1,2,3,Veppampattu,viswaraj
24,1250,Under Construction,2,2,,Veppampattu,viswaraj
24,1250,Under Construction,2,2,,Veppampattu,viswaraj
21.5,1020,Under Construction,1,2,,Veppampattu,viswaraj
35,808,Ready to move,2,2,,Kovur,viswaraj
22,601,Under Construction,1,2,,Veppampattu,viswaraj
140,2590,Ready to move,6,,,Kolathur,seller
35,1500,Ready to move,1,1,,Sevvapet,seller
35,810,Ready to move,2,2,,Kovur,viswaraj
16.5,750,Ready to move,1,2,3,Veppampattu,viswaraj
29.5,1500,Under Construction,2,2,,Veppampattu,viswaraj
26,1250,Under Construction,2,2,,Veppampattu,viswaraj
40,652,Ready to move,2,2,,Maraimalai Nagar,seller
45,1112,Ready to move,2,2,,Guduvancheri,seller
30,690,Ready to move,2,2,,Chromepet,seller
36,902,Ready to move,2,2,3,Veppampattu,Naveen
40,1000,Ready to move,2,2,3,Veppampattu,Naveen
35,850,Ready to move,2,2,3,Veppampattu,Naveen
36,900,Ready to move,2,2,3,Veppampattu,Naveen
140,2200,Ready to move,5,3,,Chromepet,seller
62,1250,Ready to move,2,2,,tambaram west,Value reality
19,1090,Under Construction,1,2,,Veppampattu,viswaraj
34,1151,Ready to move,2,2,2,Perumalpattu,viswaraj
34,1151,Ready to move,2,2,3,Veppampattu,viswaraj
28,801,Under Construction,2,2,,Veppampattu,viswaraj
30,820,Ready to move,2,2,3,Veppampattu,viswaraj
24,1200,Under Construction,2,2,,Veppampattu,viswaraj
35,810,Ready to move,2,2,,Kovur,viswaraj
16.5,680,Ready to move,1,2,3,Veppampattu,viswaraj
21.9,600,Under Construction,1,2,,Veppampattu,viswaraj
40,904,Ready to move,2,2,8,Kovilambakkam,seller
210,1400,Ready to move,1,2,3,Raja Annamalai Puram,Swaminathan
525,3170,Ready to move,3,4,3,Raja Annamalai Puram,Swaminathan
150,2440,Under Construction,4,5,,Madipakkam,seller
22,600,Under Construction,1,2,,Veppampattu,viswaraj
70.61,1139,Ready to move,2,,1,Perungudi,smartassetsindia
52.08,840,Ready to move,2,2,1,Perungudi,smartassetsindia
90.7,1463,Ready to move,3,,1,Perungudi,smartassetsindia
107,1730,Ready to move,3,,1,Perungudi,smartassetsindia
74.21,1197,Ready to move,2,,1,Perungudi,smartassetsindia
43,799,Ready to move,2,2,,Rajakilpakkam,seller
16,500,Ready to move,1,1,3,Veppampattu,Naveen
45,1200,Under Construction,3,2,,Veppampattu,Naveen
34,1150,Under Construction,2,2,,Veppampattu,viswaraj
29,1500,Under Construction,2,2,,Veppampattu,viswaraj
37,1136,Under Construction,2,2,,Veppampattu,viswaraj
27,750,Ready to move,2,2,3,Veppampattu,viswaraj
35,808,Ready to move,2,2,,Kovur,viswaraj
28,1375,Under Construction,2,2,,Veppampattu,viswaraj
350,3300,Ready to move,3,6,,Aminjikarai,Sri Vinayaga Real Estate
65,1600,Ready to move,2,2,3,Veppampattu,Sri Vinayaga Real Estate
130,2020,Ready to move,3,2,,Ayapakkam,seller
62,950,Ready to move,3,2,,Villivakkam,seller
200,1345,Ready to move,2,1,,Tiruvottiyur,seller
42,1330,Ready to move,4,2,2,Urapakkam,seller
26,1205,Under Construction,2,2,,Veppampattu,viswaraj
26,720,Ready to move,2,2,3,Veppampattu,viswaraj
30,820,Ready to move,2,2,3,Veppampattu,viswaraj
35,808,Ready to move,2,2,,Kovur,viswaraj
52.51,938,Under Construction,2,,0,Ayapakkam,Nagaraj
67.07,1198,Under Construction,3,,0,Ayapakkam,Nagaraj
22.95,600,Ready to move,1,2,3,Veppampattu,Karthick
17.9,601,Ready to move,1,2,3,Veppampattu,Karthick
24,600,Ready to move,2,2,2,Veppampattu,Karthick
18.25,600,Ready to move,1,2,3,Veppampattu,Karthick
82,1450,Ready to move,2,2,,Chromepet,seller
39.5,930,Ready to move,2,2,,Kattupakkam,seller
18,500,Under Construction,1,1,,Chengalpattu,seller
39,800,Under Construction,2,2,,Semmancheri,seller
24,650,Ready to move,2,2,4,Kattankulathur,Prasanna
25,650,Ready to move,2,,4,Kattankulathur,Prasanna
28,750,Under Construction,2,,,Kattankulathur,Prasanna
27.5,800,Ready to move,2,1,4,Kattankulathur,Prasanna
28.5,900,Ready to move,1,1,4,Kattankulathur,Prasanna
28,850,Ready to move,1,1,4,Kattankulathur,Prasanna
25.5,700,Ready to move,1,1,4,Kattankulathur,Prasanna
54,950,Under Construction,2,2,,Cholambedu,Prasanna
65,1100,Under Construction,3,2,,Thirumullaivoyal,Prasanna
28.5,800,Under Construction,2,,,Kattankulathur,Prasanna
903,4200,Ready to move,3,,2,Royapettah,Vinay Asrani
636,2961,Ready to move,3,,2,Royapettah,Vinay Asrani
635,2958,Ready to move,3,,2,Royapettah,Vinay Asrani
636,2960,Ready to move,4,,2,Royapettah,Vinay Asrani
635,2957,Ready to move,4,,2,Royapettah,Vinay Asrani
1397,6500,Ready to move,5,,2,Royapettah,Vinay Asrani
645,3000,Ready to move,3,,2,Royapettah,Vinay Asrani
838,3899,Ready to move,3,,2,Royapettah,Vinay Asrani
674,3135,Ready to move,3,3,2,Royapettah,Vinay Asrani
114,600,Ready to move,1,,2,Royapettah,Vinay Asrani
636,2959,Ready to move,4,,2,Royapettah,Vinay Asrani
832,3874,Ready to move,3,,2,Royapettah,Vinay Asrani
1397,6498,Ready to move,5,,2,Royapettah,Vinay Asrani
817,3800,Ready to move,3,,2,Royapettah,Vinay Asrani
1422,6617,Ready to move,5,,2,Royapettah,Vinay Asrani
674,3139,Ready to move,4,,2,Royapettah,Vinay Asrani
481,2291,Ready to move,3,3,,Alwarpet,Vinay Asrani
417,1989,Ready to move,3,3,,Alwarpet,Vinay Asrani
903,4302,Ready to move,4,,,Alwarpet,Vinay Asrani
903,4302,Ready to move,4,,,Alwarpet,Vinay Asrani
64,1238,Ready to move,3,,2,Perumbakkam,Pragyansh
240,1515,Under Construction,3,,0,Egmore,Vinay Asrani
450,2512,Under Construction,3,,0,Egmore,Vinay Asrani
263,1662,Under Construction,3,,0,Egmore,Vinay Asrani
329,1760,Under Construction,3,,0,Egmore,Vinay Asrani
29,500,Ready to move,1,1,,West Mambalam,seller
90,1390,Ready to move,3,3,6,Nesapakkam,seller
76.5,1150,Ready to move,2,2,11,Ramapuram,seller
171,1495,Ready to move,3,3,5,Thiruvanmiyur,24K Realtors
115,1008,Ready to move,2,2,5,Thiruvanmiyur,24K Realtors
150,1750,Ready to move,3,2,2,Korattur,Kaushik associates
25.9,700,Ready to move,2,2,3,Veppampattu,Karthick
22.8,600,Ready to move,1,2,3,Veppampattu,Karthick
26.9,704,Ready to move,2,2,3,Veppampattu,Karthick
37,1300,Ready to move,2,2,3,Veppampattu,Karthick
35,1180,Ready to move,2,2,3,Veppampattu,Karthick
275,4725,Ready to move,5,7,,Madipakkam,seller
29,982,Under Construction,2,2,,Guduvancheri,seller
42,738,Ready to move,2,2,,Valasaravakkam,seller
25,820,Ready to move,2,1,4,Padapai,seller
83.47,1403,Under Construction,3,,0,Vanagaram,BricksBurg
33.85,594,Under Construction,1,,0,Vanagaram,BricksBurg
33.51,588,Under Construction,1,1,0,Vanagaram,BricksBurg
84.9,1427,Under Construction,3,,0,Vanagaram,BricksBurg
61.64,1036,Under Construction,2,,0,Vanagaram,BricksBurg
60.33,1014,Under Construction,2,,0,Vanagaram,BricksBurg
83.41,1402,Under Construction,3,,0,Vanagaram,BricksBurg
60.27,1013,Under Construction,2,2,0,Vanagaram,BricksBurg
34.02,597,Under Construction,1,,0,Vanagaram,BricksBurg
220,3000,Ready to move,3,3,,Neelankarai,seller
110,1850,Ready to move,3,3,,Perumbakkam,smartassetsindia
170,2200,Ready to move,4,3,6,Thoraipakkam OMR,smartassetsindia
164,2000,Ready to move,4,3,4,Kotivakkam,smartassetsindia
110,1851,Ready to move,3,3,,Medavakkam,smartassetsindia
110,1852,Ready to move,3,3,,Perumbakkam,smartassetsindia
165,2210,Ready to move,4,3,4,Kotivakkam,smartassetsindia
73,1152,Ready to move,2,2,,Perungudi,smartassetsindia
111,1852,Ready to move,3,3,,Perumbakkam,smartassetsindia
75,1152,Ready to move,2,2,,Perungudi,smartassetsindia
55,820,Ready to move,2,2,,Perungudi,smartassetsindia
115,1850,Ready to move,3,3,,Perumbakkam,smartassetsindia
49,1100,Ready to move,2,2,,Guduvancheri,seller
137,1638,Under Construction,3,3,0,Perungudi,24K Realtors
101,1188,Under Construction,2,2,0,Perungudi,24K Realtors
51.37,598,Under Construction,1,1,0,Perungudi,24K Realtors
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,1027,Ready to move,2,2,3,Vadanemmeli,seller
23.25,611,Ready to move,1,2,3,Kumaran Nagar,Karthick
39.15,870,Ready to move,2,2,5,Iyyappanthangal,Dinesh
53,1022,Ready to move,2,2,4,Kotivakkam,24K Realtors
325,2411,Ready to move,4,4,1,Adyar,24K Realtors
400,1987,Ready to move,3,3,,T Nagar,seller
400,1987,Ready to move,3,3,,T Nagar,seller
71.55,1376,Under Construction,3,3,,Iyyappanthangal,seller
107,1306,Ready to move,2,2,,Velachery,seller
240,1484,Ready to move,3,3,4,T Nagar,seller
42,1100,Ready to move,2,2,,Urapakkam,AKS REALTY SERVICES
90,1000,Ready to move,3,3,,Ashok Nagar,AKS REALTY SERVICES
245,1401,Ready to move,3,3,,T Nagar,AKS REALTY SERVICES
138,1380,Ready to move,3,3,1,Perungudi,Kkk Landmark
120,1200,Ready to move,3,3,1,Perungudi,Kkk Landmark
120,1200,Ready to move,3,3,1,Perungudi,Kkk Landmark
130,1308,Ready to move,3,3,1,Perungudi,Kkk Landmark
125,1250,Ready to move,3,3,1,Perungudi,Kkk Landmark
104,1044,Ready to move,2,2,1,Perungudi,Kkk Landmark
106,1060,Ready to move,2,2,1,Perungudi,Kkk Landmark
106,1062,Ready to move,2,2,1,Perungudi,Kkk Landmark
137,1370,Ready to move,3,3,1,Perungudi,Kkk Landmark
126,1264,Ready to move,3,3,1,Perungudi,Kkk Landmark
106,1065,Ready to move,2,2,1,Perungudi,Kkk Landmark
106,1060,Ready to move,2,2,1,Perungudi,Kkk Landmark
137,1370,Ready to move,3,3,1,Perungudi,Kkk Landmark
130,1308,Ready to move,3,3,1,Perungudi,Kkk Landmark
130,1308,Ready to move,3,3,1,Perungudi,Kkk Landmark
120,1200,Ready to move,3,3,1,Perungudi,Kkk Landmark
104,1044,Ready to move,2,2,1,Perungudi,Kkk Landmark
120,1200,Ready to move,3,3,1,Perungudi,Kkk Landmark
138,1380,Ready to move,3,3,1,Perungudi,Kkk Landmark
126,1264,Ready to move,3,3,1,Perungudi,Kkk Landmark
125,1250,Ready to move,3,3,1,Perungudi,Kkk Landmark
125,1250,Ready to move,3,3,1,Perungudi,Kkk Landmark
137,1370,Ready to move,3,3,1,Perungudi,Kkk Landmark
138,1380,Ready to move,3,3,,Perungudi,Kkk Landmark
130,1308,Ready to move,3,3,1,Perungudi,Kkk Landmark
49,675,Ready to move,2,,1,Poonamallee,SS Square Property Developers
49,675,Ready to move,2,,1,Poonamallee,SS Square Property Developers
47,509,Ready to move,1,1,,Adambakam,Prabha Homes
52.9,804,Ready to move,2,2,,Kovilambakkam,Prabha Homes
82,960,Ready to move,2,2,,Adambakam,Prabha Homes
77.8,890,Ready to move,2,2,,Adambakam,Prabha Homes
70,950,Ready to move,2,2,,Kolathur,JA Associates
56,1000,Ready to move,2,2,,Perambur,JA Associates
46.97,854,Ready to move,2,,1,Keelkattalai,Bala
52.63,957,Ready to move,2,,1,Keelkattalai,Bala
51.7,940,Ready to move,2,2,1,Keelkattalai,Bala
48.07,874,Ready to move,2,,1,Keelkattalai,Bala
47.08,856,Ready to move,2,,1,Keelkattalai,Bala
53.79,978,Ready to move,2,,1,Keelkattalai,Bala
54.78,996,Ready to move,2,,1,Keelkattalai,Bala
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
94.5,1350,Ready to move,3,3,,Kolapakkam,seller
88,1482,Ready to move,3,3,3,Vadanemmeli,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
398,2650,Ready to move,5,5,,West Mambalam,seller
75,1200,Ready to move,3,2,,Perungudi,seller
94.5,1350,Ready to move,3,3,,Kolapakkam,seller
88,1482,Ready to move,3,3,3,Vadanemmeli,seller
150,1750,Ready to move,2,1,3,Kodungaiyur West,JA Associates
126,1700,Ready to move,3,2,,Kolathur,JA Associates
108,1065,Ready to move,2,2,,Porur,seller
108,1065,Ready to move,2,2,,Porur,seller
40.44,834,Under Construction,2,2,0,Ambattur,seller
36.36,627,Ready to move,1,1,,Korattur,Sarashwathi Construction
55.21,952,Ready to move,2,2,,Korattur,Sarashwathi Construction
64.32,960,Ready to move,2,2,,Periyar Nagar,Sarashwathi Construction
59.17,1220,Under Construction,2,2,0,Ambattur,seller
59.17,1220,Under Construction,2,2,0,Ambattur,seller
37.34,770,Under Construction,2,2,0,Ambattur,seller
25.99,703,Ready to move,2,2,3,Veppampattu,Karthick
91.58,1409,Ready to move,3,,4,Kolathur,Selvakumar
63.89,983,Ready to move,2,,4,Kolathur,Selvakumar
68.31,1051,Ready to move,2,,4,Kolathur,Selvakumar
66.36,1021,Ready to move,2,,4,Kolathur,Selvakumar
64.61,994,Ready to move,2,,4,Kolathur,Selvakumar
